GeneID baseMean log2FoldChange lfcSE pvalue padj HGNC
835 ENSG00000158022 7980.48992052457 -1.88601365964763 0.400117914266199 8.69767537337064e-08 1.07454361494075e-06 TRIM63
842 ENSG00000188782 9.50293251415314 -2.61772849130764 0.410577961717488 5.67000107238948e-12 2.07527695110874e-10 CATSPER4
849 ENSG00000169442 318.072504580132 3.18548033939492 0.44146610229179 6.52271674428408e-15 4.93473781731224e-13 CD52
850 ENSG00000176092 28.5912627078649 2.20250548672118 0.548469114625762 1.55709289963685e-06 1.37588515881819e-05 CRYBG2
852 ENSG00000176083 66.3199893410078 3.82900058809263 0.618572407829315 3.30477732165019e-12 1.28318033729788e-10 ZNF683
859 ENSG00000117676 146.58600141893 1.59653447121899 0.334363301736211 6.90027344631601e-08 8.70810949024764e-07 RPS6KA1
883 ENSG00000158246 84.3956278027716 2.85136129992831 0.338269458836028 8.34882539215356e-19 1.91462047313497e-16 TENT5B
896 ENSG00000142765 73.1481607641988 1.54232183181817 0.426707076109889 1.2075772388839e-05 8.34052288710542e-05 SYTL1
909 ENSG00000126709 1114.95693282567 2.26362573819165 0.303776476334098 4.75968331293541e-15 3.79662347738875e-13 IFI6
923 ENSG00000130775 194.806306864801 1.70219420939409 0.294728948168676 2.99824278167019e-10 6.96836251885565e-09 THEMIS2
935 ENSG00000169403 182.003862977684 2.27246271919446 0.349649192106499 3.66463403249949e-12 1.40790902344058e-10 PTAFR
951 ENSG00000279443 9.03754264611763 -1.59944556490387 0.297232028276677 2.86706758010939e-09 5.14739460223431e-08 AL513497.1
960 ENSG00000188060 25.0773110957759 2.31328461724051 0.325490696102872 5.72003045774202e-14 3.4548513180362e-12 RAB42
993 ENSG00000162511 1064.3770447325 2.57772203756795 0.358071633569281 2.21526809889182e-14 1.4846342414354e-12 LAPTM5
1012 ENSG00000168528 1333.73307548355 -1.7686319256981 0.296288208256305 9.57009549000633e-11 2.54457049831201e-09 SERINC2
1015 ENSG00000260386 1.25171709340679 -2.14462978341345 0.991658730287468 0.000461283050965897 0.0019980083632954 LINC01225
1017 ENSG00000284543 9.95181154478602 -2.46251916963892 0.484343626304 1.0702985847985e-08 1.662303950168e-07 LINC01226
1050 ENSG00000182866 139.37255084522 2.86211655794876 0.432386370260601 7.67561020111645e-13 3.50404139725618e-11 LCK
1086 ENSG00000116525 156.346954417427 -1.844073988876 0.317594965508488 2.59199707437346e-10 6.14087829872143e-09 TRIM62
1091 ENSG00000184389 3.8293877157866 -2.24403038969613 0.522562626039007 4.86368737473325e-07 4.9383839224462e-06 A3GALT2
1093 ENSG00000134686 3342.85434825402 -1.93732953729756 0.251605899188181 6.8331316007993e-16 6.84572508566084e-14 PHC2
1112 ENSG00000188910 1.60349495704138 2.2600128531018 1.18022145340549 0.000594765486308348 0.00249624622320492 GJB3
1140 ENSG00000092853 15.2868536806423 1.55041375299331 0.378985971660357 1.69654953768431e-06 1.48658254116971e-05 CLSPN
1151 ENSG00000171812 96.2779321882312 1.96103072346045 0.369743947251986 4.41973358920609e-09 7.55642519690673e-08 COL8A2
1171 ENSG00000163873 6.69588264899259 1.756258139866 0.908443267597496 0.00146643470427033 0.00546473585237414 GRIK3
1202 ENSG00000230955 2.00702718954153 -1.61120503638137 0.724195326984318 0.000970454250621909 0.00382526038307446 AL929472.2
1221 ENSG00000284632 2.36087240015866 3.15641745250818 1.12148762060026 2.22427121532605e-05 0.000142713130611325 AL354702.2
1241 ENSG00000237624 5.08323118044518 1.63265879424181 0.653759403515426 0.000454299421945952 0.00197270787452685 OXCT2P1
1263 ENSG00000236546 1.35027970243386 1.92730912598376 0.968735956247917 0.000958676099813173 0.00378595159880477 AL033527.2
1265 ENSG00000168389 24.2133372801012 3.00772820436995 0.415389109270462 7.51534696325959e-15 5.58494923441828e-13 MFSD2A
1276 ENSG00000049089 22.390225838059 1.76946518946799 0.328307640769737 2.71716304613633e-09 4.91736153244672e-08 COL9A2
1284 ENSG00000187815 33.1300978472018 1.53695170595703 0.32488747583105 8.88972937037623e-08 1.09550426506307e-06 ZFP69
1292 ENSG00000117016 42.6321969689787 1.66210604178954 0.299717279888091 1.13003006752464e-09 2.27353684730078e-08 RIMS3
1309 ENSG00000235358 4.41265312383806 -2.02356108713174 0.46353026029678 4.09265496815791e-07 4.23311465593049e-06 AC093151.3
1338 ENSG00000164007 2.96878692599554 1.83568588195187 1.25605330964103 0.0024823920749246 0.00852657816140145 CLDN19
1351 ENSG00000117394 197.178038055905 2.05391043748341 0.519245311703675 2.19996003813281e-06 1.86586613578014e-05 SLC2A1
1408 ENSG00000271329 2.65044007285424 -2.17243543530437 0.608153207824421 8.29745368645436e-06 5.99909988946259e-05 AL035417.2
1424 ENSG00000202031 6.59832022060394 -2.38416257596875 0.341506531427114 1.31507091580855e-13 7.13541435538712e-12 SNORD38A
1434 ENSG00000226499 15.1439501288834 -1.59492090613892 0.483677767258322 3.71746706138226e-05 0.000223017633598641 AL136380.1
1460 ENSG00000159588 124.951420224283 -1.57873909991122 0.191357649113968 6.37808843047691e-18 1.14049046304713e-15 CCDC17
1472 ENSG00000226957 4.0922990480916 -2.97574643023373 0.565766219723421 2.13660210618646e-09 3.96446385745875e-08 AL358075.1
1570 ENSG00000123080 422.180584460085 2.19613623179856 0.352039456233752 1.98438055803911e-11 6.2633878387828e-10 CDKN2C
1586 ENSG00000227070 13.145406471562 -1.61173102744456 0.350838457070082 1.65108078388047e-07 1.88363098834152e-06 AC104170.1
1595 ENSG00000272175 5.34654783750833 -2.24984001175178 0.488104664998992 1.22766196598353e-07 1.44958927391314e-06 AL050343.2
1625 ENSG00000182183 6.84179206666315 1.84394422756115 0.490429687960053 5.39328477756321e-06 4.10247425137576e-05 SHISAL2A
1664 ENSG00000230138 4.30229283946576 1.81889654127029 0.540142722253909 2.33427800802388e-05 0.000148731054151363 AC119428.2
1696 ENSG00000162390 598.295945693283 1.82449223391445 0.425809703014567 6.26993291753226e-07 6.15543849034254e-06 ACOT11
1703 ENSG00000006555 7.32520361627164 2.35405571980086 0.628943158109094 3.7614589088639e-06 2.98658005979959e-05 TTC22
1713 ENSG00000169174 3.95244145090882 2.12865685724445 0.886119279119685 0.00027691019884448 0.00127845580007563 PCSK9
1731 ENSG00000223956 1.69465351839452 2.80161774388677 1.08319564432391 6.41823204541678e-05 0.00035891771145811 LINC01767
1737 ENSG00000187889 24.9904835215107 -3.14441188177011 0.552211953349496 1.49365138163363e-10 3.80265764583465e-09 FYB2
1781 ENSG00000237928 24.8941758496635 2.10547272534938 0.398232987433267 4.77473470688602e-09 8.08756852775142e-08 NFIA-AS2
1799 ENSG00000132854 59.6376936540541 3.97554260871256 0.681616431288538 2.66600865657784e-11 8.15187688595687e-10 KANK4
1826 ENSG00000203965 575.574074621838 -2.34327557053918 0.3304960896969 6.31611653908397e-14 3.7837405079239e-12 EFCAB7
1829 ENSG00000116652 131.71370984247 -2.68856933594445 0.423138952250669 5.84453703188912e-12 2.13118683272141e-10 DLEU2L
1862 ENSG00000162433 244.746273442392 1.88910670127693 0.456663998546151 1.15249219899743e-06 1.06050959277024e-05 AK4
1901 ENSG00000116717 2739.06801920921 -1.83981312534171 0.344747744910073 3.65916831793523e-09 6.37455351956504e-08 GADD45A
1921 ENSG00000285407 1.59530333466214 2.05586261691538 1.13138152107408 0.00102386453822343 0.00400459955429856 AL033530.1
1928 ENSG00000240692 1.88879933617816 -2.08177636465977 0.796799835261176 0.000175119061710364 0.000854888564351577 RN7SL538P
1945 ENSG00000050628 265.195586243733 4.52783751307284 0.656608031329042 2.46581147822114e-14 1.63021239035368e-12 PTGER3
1947 ENSG00000269933 2.94505225995936 3.04089384214904 1.16000844884661 4.14674541973309e-05 0.000245608484767646 AL031429.2
1989 ENSG00000137968 125.254307035256 -2.13461023333626 0.852793019801796 0.00021462779706196 0.00102010757042694 SLC44A5
2113 ENSG00000153898 37.9951233158663 2.1208632112379 0.516084559751114 1.13797668272717e-06 1.05011529534025e-05 MCOLN2
2174 ENSG00000117226 318.316792593435 2.14706541067396 0.363300227249311 1.46858789789044e-10 3.74597248415792e-09 GBP3
2176 ENSG00000117228 1256.92002946571 3.07910087127643 0.406302355214806 5.20083205614625e-16 5.37553606253933e-14 GBP1
2180 ENSG00000162654 1150.98720015638 2.10196147098411 0.292781672021442 3.5943007975701e-14 2.24961845654313e-12 GBP4
2181 ENSG00000284734 5.07847786949416 1.80965152857181 0.684604474228628 0.000234513648113936 0.00110389891384485 AC099063.4
2183 ENSG00000154451 376.283646837377 4.08031361481793 0.520776869375398 2.43519832827244e-17 3.66578521682612e-15 GBP5
2187 ENSG00000183347 200.654683424861 5.61935550387152 0.693515693961196 2.61811134472983e-18 5.28482009052143e-16 GBP6
2189 ENSG00000225492 98.9943904583067 2.17548545770609 0.343664920776811 1.11995470184037e-11 3.74859182643355e-10 GBP1P1
2237 ENSG00000162676 28.2304307446502 2.74136608725508 0.497267307312889 7.89590658691923e-10 1.65200600108644e-08 GFI1
2294 ENSG00000224081 11.5910687362318 2.4027064735971 0.519191200472587 9.94358967221947e-08 1.20414245560367e-06 SLC44A3-AS1
2297 ENSG00000143036 16.408819848962 2.70539976489724 0.41543077264173 2.04561845662132e-12 8.3864642703439e-11 SLC44A3
2298 ENSG00000117519 1444.73930326977 1.87193625864308 0.312334885220742 8.58103366044038e-11 2.31727380007881e-09 CNN3
2299 ENSG00000235501 82.7906321602906 2.27267515191485 0.348266171441107 3.08558489406634e-12 1.209269145266e-10 AC105942.1
2313 ENSG00000228971 4.04701082359083 1.99523987113868 1.15570530365378 0.00132060085785799 0.00498776602953726 LINC02607
2343 ENSG00000117598 3.00876299291478 1.70252119193515 0.908137223313757 0.00182342291856103 0.0065674547670479 PLPPR5
2346 ENSG00000117600 95.1746023973498 3.02704195292478 0.455535100596409 4.78644630638743e-13 2.29202846456275e-11 PLPPR4
2383 ENSG00000285525 6.40395439320629 3.41500072870503 0.824025394812492 2.14054973797274e-07 2.37108290597931e-06 AC099670.3
2385 ENSG00000162692 364.783306680773 1.77577224800331 0.397060336550622 2.74857032899861e-07 2.96623284696417e-06 VCAM1
2409 ENSG00000060718 43.6324610844997 2.61274313373865 0.55089336231738 4.64362761974876e-08 6.09611114267017e-07 COL11A1
2460 ENSG00000162636 210.076142316004 1.89800857389905 0.275512033329605 2.57989097028343e-13 1.28792720309013e-11 FAM102B
2468 ENSG00000162641 27.9469404789117 2.07434915857804 0.410688717063223 1.61970712708008e-08 2.40368468191652e-07 AKNAD1
2469 ENSG00000203897 3.53157071737744 1.795903362332 0.885712998269698 0.00112115397208486 0.00433030969691828 SPATA42
2470 ENSG00000121957 943.368402540054 1.61580607703771 0.404853343467533 2.46380305272632e-06 2.06517632237945e-05 GPSM2
2484 ENSG00000116299 48.2367336082651 3.0707556606738 0.493273012858701 6.83872184688045e-12 2.43621166375399e-10 KIAA1324
2543 ENSG00000143105 1.28542809593199 1.70927982397977 1.04502758000381 0.00272681783879825 0.00922048276006034 KCNA10
2545 ENSG00000259834 50.7139917124887 3.37801772723693 0.527918200837608 1.38530483124217e-12 5.92773148925405e-11 AL365361.1
2546 ENSG00000177272 10.8577173836249 3.18499654517234 0.690967058354965 3.85437763862105e-08 5.14512965912153e-07 KCNA3
2550 ENSG00000143119 341.245085158145 2.81329363946663 0.409751566757067 1.56928260068792e-13 8.30626258456315e-12 CD53
2560 ENSG00000273221 19.8654102147914 2.04348802340843 0.475266613901278 5.38922951380438e-07 5.37896780510758e-06 AL355816.2
2561 ENSG00000162777 86.288194383503 2.4181058410097 0.394836107146989 3.48265708151258e-11 1.03786716721543e-09 DENND2D
2562 ENSG00000064886 70.2422101176734 1.77224486128804 0.606698450994301 0.000107538390708776 0.000561687174531214 CHI3L2
2595 ENSG00000231246 5.283011855309 2.19775369051693 0.717135420393262 4.20419665095474e-05 0.000248415216349678 AL445426.1
2632 ENSG00000134242 55.9476080789995 2.06053781782482 0.465304349557198 3.05877469040756e-07 3.25552111175575e-06 PTPN22
2639 ENSG00000116774 761.012961114065 1.79602777159241 0.343002893827562 6.24401641929171e-09 1.02796891739702e-07 OLFML3
2662 ENSG00000134198 104.964922408266 2.1491988707426 0.319916559079749 8.94878658341405e-13 4.01655476100208e-11 TSPAN2
2663 ENSG00000233730 1.2793284381481 2.04872246361749 0.986179122924489 0.000648056957481782 0.00268996675895294 LINC01765
2665 ENSG00000228035 6.03653683416775 3.31839142534386 0.789263056681186 1.88316034043621e-07 2.11470117188846e-06 NGF-AS1
2675 ENSG00000118729 10259.4786571944 1.5210551230278 0.346873109979756 4.68076748855786e-07 4.76915129674166e-06 CASQ2
2700 ENSG00000116824 187.328354844744 3.57106070054514 0.482643397231775 9.64112528878807e-16 9.30939446470674e-14 CD2
2701 ENSG00000225079 6.13922054382437 2.04706291448385 0.861277730382362 0.000334024335717052 0.00150752619167256 FTH1P22
2703 ENSG00000134247 458.696880288198 1.66386919231251 0.235536751956887 6.55853941085661e-14 3.91299524118466e-12 PTGFRN
2705 ENSG00000134256 20.4319997070555 2.52016455028162 0.61220710389807 7.62556152437547e-07 7.32702890299567e-06 CD101
2711 ENSG00000134258 9.29097640228211 2.79893575382785 0.75818149766642 2.59992389266256e-06 2.16321332044265e-05 VTCN1
2734 ENSG00000224238 7.37878414371992 2.74018153640595 0.481515254419459 2.93009921273504e-10 6.83705344122611e-09 WARS2-IT1
2759 ENSG00000092621 384.190502951135 3.09226690496183 0.488793023341042 3.46595829685041e-12 1.33868078744404e-10 PHGDH
2774 ENSG00000270392 20.6588337877354 -1.66184483831597 0.347733995459761 6.58829856319262e-08 8.35390565978212e-07 PFN1P2
2783 ENSG00000226067 38.4717199448543 1.58120230223306 0.350695179680944 2.51532603494937e-07 2.7396987172506e-06 LINC00623
2789 ENSG00000198019 11.3717179783547 3.04005879372752 0.754305420368585 5.41482798995314e-07 5.39901021797162e-06 FCGR1B
2800 ENSG00000227082 26.8900243920016 2.32052775785542 0.349173494264736 1.36108863263053e-12 5.86470875845663e-11 AC244021.1
2804 ENSG00000231752 8.79431458978718 3.31062450722024 0.650730820671546 3.19810826175832e-09 5.66549607215774e-08 EMBP1
2830 ENSG00000265531 5.87070423078564 2.38790694949728 0.823179989169262 5.25966276331374e-05 0.000301606057343839 FCGR1CP
2865 ENSG00000272419 26.4830324831148 1.74922738715611 0.403332649162857 5.11530450340653e-07 5.14580700455776e-06 LINC01145
2890 ENSG00000143127 337.964882904367 -2.56765220480099 0.425071206174013 4.86661573860573e-11 1.39456638966308e-09 ITGA10
2891 ENSG00000244619 0.926588268085737 -2.35372487601467 1.11976384358654 0.000363297173920189 0.00162119568915373 AC243547.1
2899 ENSG00000278431 7.06378547992729 -1.63352789873228 0.459724263316497 1.39525706360987e-05 9.48283765806995e-05 AC243547.2
2915 ENSG00000276975 10.9182885108268 2.02304829792731 0.52989100331419 3.830550215853e-06 3.03651015490546e-05 HYDIN2
3006 ENSG00000277147 47.2279220600254 1.51975361818325 0.278562311306432 1.95539013744547e-09 3.66763719454148e-08 LINC00869
3014 ENSG00000150337 40.8731025845276 3.36644888455841 0.579998253116793 5.66705872925255e-11 1.5979907967193e-09 FCGR1A
3068 ENSG00000163131 764.718229021724 2.59240213491049 0.344891206493246 2.06749636587697e-15 1.84465921957302e-13 CTSS
3075 ENSG00000283324 3.05096490623818 1.72379725486987 0.848666467896134 0.00126444019872861 0.00481189432116727 CTXND2
3093 ENSG00000163154 39.1704180419681 2.30804348145372 0.400668590506696 3.26829736085414e-10 7.51273302509886e-09 TNFAIP8L2
3117 ENSG00000223861 1.50700439548449 1.80939062275928 0.96862368415154 0.00150760235650897 0.00559117619367838 AL365436.1
3123 ENSG00000178796 15.5349875882906 2.82178756180947 0.648199252518682 1.96839940022416e-07 2.20115794263543e-06 RIIAD1
3135 ENSG00000213171 386.992830801275 -2.17652500063444 0.406721762584884 3.32915021961089e-09 5.87282905928233e-08 LINGO4
3136 ENSG00000143365 2426.53577376812 -1.69724121740085 0.38558798802398 3.89698761465546e-07 4.04784764474864e-06 RORC
3144 ENSG00000197747 2334.16432600804 1.87864618796141 0.285275924731547 2.00883294179345e-12 8.24717233194474e-11 S100A10
3176 ENSG00000198854 4.90496221897818 3.35187434457279 1.2058606402441 1.83621465452225e-05 0.000120582203509723 C1orf68
3179 ENSG00000203786 1.44328799894241 1.74672250972362 1.01957058008013 0.00223713836830817 0.00780379793978824 KPRP
3226 ENSG00000196154 3617.03838335116 2.53375509987194 0.34677262376162 1.07659753244197e-14 7.8417975104967e-13 S100A4
3290 ENSG00000160712 2349.47144498266 -3.06648515816728 0.256598729977322 1.00971920000666e-34 2.96392973969956e-30 IL6R
3308 ENSG00000173207 109.804336946103 1.6662638282409 0.266776025940635 1.66778635905165e-11 5.38572065826207e-10 CKS1B
3381 ENSG00000254726 26.2746074990817 2.30492319866063 0.497924034107458 1.07768624748503e-07 1.29384057704194e-06 MEX3A
3405 ENSG00000187862 35.7535843312253 2.42064739133102 0.442234569846947 1.47117754105566e-09 2.8637231790549e-08 TTC24
3407 ENSG00000160818 1404.818108637 -1.68922892390188 0.271567613797172 1.97291731814935e-11 6.23390903734725e-10 GPATCH4
3414 ENSG00000132688 13470.6700169132 2.67316657810234 0.2955316673129 5.23522476188262e-21 2.07668631973382e-18 NES
3424 ENSG00000027869 46.2595712933407 1.72315205302682 0.445331848184087 3.78025540950644e-06 2.9998815163734e-05 SH2D2A
3441 ENSG00000143297 20.2968038560927 4.24656976907042 0.890570709769053 6.45621497965369e-09 1.05993140107804e-07 FCRL5
3445 ENSG00000160856 13.5723836090485 1.77385661756239 0.593567295605493 8.68115127408151e-05 0.000465691729713795 FCRL3
3449 ENSG00000132704 3.93425199292478 1.60812460363411 0.920833517055556 0.00280097071157078 0.00942886402149642 FCRL2
3455 ENSG00000226520 4.68605179301309 2.62834664829117 0.892727625627152 3.34015373366002e-05 0.000204221771918051 KIRREL1-IT1
3461 ENSG00000158477 2.72582021594951 2.09271745415266 1.16602856721464 0.000985287452627015 0.00387332635387885 CD1A
3463 ENSG00000158481 42.1416499419543 3.41642082395726 0.559398110317302 8.42922629210998e-12 2.92818353347451e-10 CD1C
3464 ENSG00000158485 4.82281393966954 4.19844192992064 0.986261173279887 6.26348843908925e-08 8.01126098653707e-07 CD1B
3465 ENSG00000158488 11.9557787088229 3.82046371873681 0.866575869130884 4.59223240108307e-08 6.031337355767e-07 CD1E
3493 ENSG00000163564 41.5976412227533 2.03674408328789 0.462490622682628 3.44213839654854e-07 3.62792777181542e-06 PYHIN1
3495 ENSG00000163568 16.6826327816475 2.70448541004672 0.576786038606189 5.27490471620187e-08 6.83618335714745e-07 AIM2
3503 ENSG00000179639 26.5130139941566 2.03023503987648 0.474587714721068 5.95238221862219e-07 5.87315050909028e-06 FCER1A
3522 ENSG00000181036 52.6811840612317 2.45744783773317 0.510330710041637 3.96448818436992e-08 5.28010826515402e-07 FCRL6
3523 ENSG00000158714 155.365970440402 4.20552953415904 0.518578865291478 2.6285471595562e-18 5.28482009052143e-16 SLAMF8
3535 ENSG00000224259 42.4048099707156 1.73783174666364 0.596640104576228 0.000115004841586724 0.00059496864997122 LINC01133
3537 ENSG00000177807 4.79023131477619 2.04559810037299 0.952811149855166 0.000564017575566438 0.00238389804365403 KCNJ10
3560 ENSG00000162739 65.1430485698412 3.35053067966132 0.462191232951376 3.903988294474e-15 3.1982103218868e-13 SLAMF6
3562 ENSG00000066294 206.589564536194 2.41332949634932 0.372683046246107 3.84874601344718e-12 1.47104284477511e-10 CD84
3563 ENSG00000117090 42.5698017348753 3.37891231914849 0.502503571173928 1.57047616489492e-13 8.30626258456315e-12 SLAMF1
3566 ENSG00000117091 152.112606360845 3.11228414968316 0.454073380125708 9.81821690307748e-14 5.53174546973006e-12 CD48
3567 ENSG00000026751 174.56414613226 4.13461086290436 0.498789881511972 5.97811564269704e-19 1.50706480636557e-16 SLAMF7
3570 ENSG00000122224 32.249021929257 3.43889363899982 0.589601181180569 4.35702347816837e-11 1.26228155044576e-09 LY9
3571 ENSG00000122223 31.7267886273718 2.32808207731484 0.532539787087938 3.27129509908364e-07 3.46412685203828e-06 CD244
3573 ENSG00000179914 41.8154899765863 3.03744085953694 1.39701558601993 9.82722614106481e-05 0.000518455061367391 ITLN1
3584 ENSG00000186517 342.80174613572 2.29342552695696 0.367358777300071 1.8478965541655e-11 5.92174186146007e-10 ARHGAP30
3599 ENSG00000158869 258.194197212098 1.94240505970348 0.390685505508117 2.45242252484437e-08 3.44277430866961e-07 FCER1G
3605 ENSG00000158887 97.7232497790659 2.09579946815118 0.731417164346003 8.57495387940878e-05 0.000460668367818751 MPZ
3615 ENSG00000143226 168.659035740972 1.95263664084375 0.387463729752514 1.74316847495799e-08 2.56229180840845e-07 FCGR2A
3619 ENSG00000203747 288.914479149522 2.1244661159829 0.480235655757152 3.02339565244226e-07 3.22371071492154e-06 FCGR3A
3625 ENSG00000072694 120.418092266894 1.69280566212185 0.332233065167349 1.3139267645631e-08 1.99839410606141e-07 FCGR2B
3636 ENSG00000162745 570.074349278537 2.63548435687927 0.333145832312744 9.02829668517726e-17 1.16747410086649e-14 OLFML2B
3647 ENSG00000198574 85.7625951424148 -1.98081857724616 0.666668654030588 7.22713453602874e-05 0.000396607416658418 SH2D1B
3654 ENSG00000162733 1334.00470868896 1.78373838466624 0.430121227997706 1.15551594533313e-06 1.06295879220648e-05 DDR2
3690 ENSG00000162763 23.7997183948904 2.17887945605372 0.814508810996525 0.000129464934514203 0.000657721302826224 LRRC52
3734 ENSG00000231605 0.777951191530074 -2.46475466115609 1.05095031925941 0.000185092352940121 0.000897752962360262 LINC01363
3735 ENSG00000272205 22.9094545674449 -2.77446138167329 0.373126148723588 2.76820433720456e-15 2.41838899149711e-13 AL451050.2
3767 ENSG00000143185 18.9396298744101 3.73353541619475 0.733717474223864 1.97180582789068e-09 3.68899861516272e-08 XCL2
3769 ENSG00000143184 20.9091865886938 5.34782674924302 0.799156609435621 8.49465076770318e-14 4.89886009106403e-12 XCL1
3771 ENSG00000143196 1779.42939904684 2.4583081740872 0.376839475989643 2.69075078022119e-12 1.07461630479745e-10 DPT
3774 ENSG00000225826 2.53196764151458 1.73925550340608 0.818796375661204 0.000998061881412024 0.00391612455688071 LINC00626
3788 ENSG00000198734 8.62347946530596 1.63213136292613 0.622595755072263 0.000318807844213416 0.00144641197203101 F5
3789 ENSG00000174175 168.650209695881 1.71147827633906 0.522426304799414 3.55331941264388e-05 0.000214662982075493 SELP
3792 ENSG00000007908 16.5844797106866 -1.63393123493168 0.859230910382421 0.00196619503572369 0.00700518134223001 SELE
